job_name	cron_schedule
job00206	0 0 * * 1
job00207	*/15 * * * *
job00208	0 7-17/2 * * 1-5
job00209	*/15 * * * *
job00210	0 4 * * *
job00211	*/15 * * * *
job00212	9 6 * * *
job00213	45 * * * *
job00214	*/15 01-17 * * 1-5
job00215	*/15 * * * *
job00216	*/30 * * * *
job00217	50 8,11 * * *
job00218	*/15 * * * *
job00219	0 */4 * * *
job00220	0 12 * * *
job00221	0 * * * *
job00222	*/5 * * * *
job00223	*/51 * * * *
job00224	*/5 */2 * * *
job00225	0 * * * *
job00226	0 18 * * *
job00227	*/15 * * * *
job00228	*/5 * * * *
job00229	0 18 * * *
job00230	0 * * * *
job00231	0 * * * *
job00232	* * * * *
job00233	0 3 1 * *
job00234	0 4,5,6,7 * * *
job00235	*/30 * * * *
job00236	*/5 * * * *
job00237	0 * * * *
job00238	*/10 * * * *
job00239	*/15 * * * *
job00240	*/5 * * * *
job00241	*/15 * * * *
job00242	*/15 * * * *
job00243	0 3 * * 3
job00244	7 12 * * *
job00245	*/20 * * * *
job00246	30 18 * * *
job00247	*/15 * * * *
job00248	* * * * *
job00249	0 5 * * *
job00250	*/15 * * * *
job00251	*/15 * * * *
job00252	*/5 * * * *
job00253	0 6 * * *
job00254	0 0 * * *
job00255	0 6 * * 1
job00256	*/5 * * * *
job00257	*/30 * * * *
job00258	0 * * * *
job00259	*/15 * * * *
job00260	*/15 * * * *
job00261	*/15 * * * *
job00262	0 */4 * * *
job00263	*/15 * * * *
job00264	*/5 * * * *
job00265	0 0 * * *
job00266	0 8 * * *
job00267	0 0 * * *
job00268	*/15 * * * *
job00269	0 * * * *
job00270	*/15 * * * *
job00271	*/5 * * * *
job00272	*/15 * * * *
job00273	*/15 * * * *
job00274	*/15 * * * *
job00275	45 * * * *
job00276	*/15 * * * *
job00277	00 20 * * *
job00278	0 2 * * *
job00279	*/5 * * * *
job00280	0 * * * *
job00281	0 5 * * *
job00282	0 0 * * *
job00283	0 9 1 * *
job00284	*/15 * * * *
job00285	*/30 * * * *
job00286	*/15 * * * *
job00287	*/15 * * * *
job00288	*/10 * * * *
job00289	*/5 * * * *
job00290	0 18 * * *
job00291	* * * * *
job00292	*/30 * * * *
job00293	*/30 * * * *
job00294	*/5 * * * *
job00295	1 * * * *
job00296	0 14 * * *
job00297	*/15 * * * *
job00298	*/15 * * * *
job00299	0 6 * * 1
job00300	*/15 * * * *
job00301	*/15 * * * 1-5
job00302	*/5 * * * *
job00303	*/10 * * * *
job00304	7 7-19 * * 1-6
job00305	*/15 * * * *
job00306	0 * * * *
job00307	15 * * * *
job00308	2-59/15 * * * *
job00309	*/5 * * * *
job00310	*/5 * * * *
job00311	*/15 * * * *
job00312	*/15 * * * *
job00313	0 * * * *
job00314	*/15 * * * *
job00315	0 4 * * *
job00316	*/15 * * * *
job00317	0 8-13 * * 1-6
job00318	2-59/15 * * * *
job00319	0 9 * * *
job00320	15 * * * *
job00321	30 5 * * 1
job00322	*/15 * * * *
job00323	*/15 * * * *
job00324	*/15 7-21 * * 1-6
job00325	0 8 * * *
job00326	0 0 * * *
job00327	15 * * * *
job00328	30 6 1 * *
job00329	*/30 * * * *
job00330	0 */2 * * *
job00331	*/10 * * * *
job00332	0 * * * *
job00333	40 16 9 3 *
job00334	*/15 * * * *
job00335	*/15 * * * *
job00336	0 22 * * *
job00337	*/15 * * * *
job00338	*/5 * * * *
job00339	3-59/5 * * * *
job00340	0 * * * *
job00341	0 0 1 * *
job00342	*/15 * * * *
job00343	*/5 * * * *
job00344	*/15 * * * *
job00345	*/15 * * * *
job00346	0 * * * *
job00347	*/15 * * * *
job00348	0 6 * * 3
job00349	*/30 * * * *
job00350	0 2 * * *
job00351	0 * * * *
job00352	0 2 * * *
job00353	7 * * * *
job00354	*/15 * * * *
job00355	*/15 * * * *
job00356	0 5 * * *
job00357	*/5 * * * *
job00358	25 6 * * 1,3
job00359	*/15 * * * *
job00360	*/5 * * * *
job00361	*/30 * * * *
job00362	*/15 * * * 1-6
job00363	*/15 * * * *
job00364	*/15 * * * *
job00365	0 4 * * *
job00366	*/15 * * * *
job00367	*/15 * * * *
job00368	* * * * *
job00369	*/15 * * * *
job00370	50 1 * * *
job00371	*/10 * * * 1-5
job00372	0 * * * *
job00373	*/15 * * * *
job00374	*/5 * * * *
job00375	*/2 * * * *
job00376	0 5 * * *
job00377	*/15 * * * *
job00378	0 9 * * *
job00379	30 * * * *
job00380	*/15 * * * *
job00381	*/15 * * * *
job00382	0 6 * * *
job00383	*/15 * * * *
job00384	*/15 * * * *
job00385	*/5 * * * *
job00386	*/15 * * * *
job00387	0 */2 * * *
job00388	*/15 * * * *
job00389	*/15 * * * *
job00390	0 6 * * 5
job00391	7 6 * * *
job00392	0 3 * * *
job00393	30 4 * * 1-6
job00394	*/30 * * * *
job00395	*/15 * * * *
job00396	*/15 * * * 1-6
job00397	0 2 * * *
job00398	*/15 * * * *
job00399	*/15 * * * 1-5
job00400	*/30 * * * *
job00401	*/5 * * * *
job00402	*/15 * * * *
job00403	*/15 * * * *
job00404	*/15 1-3 * * *
job00405	*/5 * * * *
job00406	0 * * * *
job00407	0 17 * * *
job00408	0 1 * * *
job00409	45 * * * *
job00410	*/15 * * * *
job00411	*/5 * * * *
job00412	*/10 * * * *
job00413	0 6,16 * * 1-5
job00414	*/15 * * * *
job00415	0 3 * * 0
job00416	0 0 1 * *
job00417	*/5 * * * *
job00418	*/15 * * * *
job00419	*/15 * * * *
job00420	*/5 * * * *
job00421	*/30 * * * *
job00422	0 18 * * *
job00423	0 17 * * 0
job00424	0 * * * *
job00425	*/15 * * * *
job00426	* * * * *
job00427	*/15 * * * *
job00428	0 * * * *
job00429	30 23,5,11,17 * * *
job00430	0 0 * * *
job00431	*/10 * * * *
job00432	*/10 * * * *
job00433	*/15 * * * *
job00434	*/5 * * * *
job00435	0 5 * * *
job00436	0 5 * * *
job00437	* * * * *
job00438	*/15 * * * *
job00439	*/5 * * * *
job00440	0 */4 * * *
job00441	*/15 * * * *
job00442	4-59/5 * * * *
job00443	*/30 * * * *
job00444	*/5 * * * *
job00445	*/10 * * * *
job00446	0 1,5,9,13,17,21 * * *
job00447	*/15 * * * *
job00448	*/15 * * * *
job00449	0 */4 * * *
job00450	*/15 * * * *
job00451	25 8 * * 0,3
job00452	*/15 14-23 * * *
job00453	0 * * * *
job00454	*/15 * * * *
job00455	*/15 * * * *
job00456	*/15 * * * *
job00457	*/15 * * * *
job00458	*/05 * * * *
job00459	*/5 * * * *
job00460	*/5 * * * *
job00461	*/2 * * * *
job00462	0 * * * *
job00463	*/15 * * * *
job00464	0 0 * * *
job00465	*/15 * * * *
job00466	3-59/15 * * * *
job00467	15 11 * * *
job00468	0 6 * * 1
job00469	*/15 * * * *
job00470	*/15 * * * *
job00471	5 8 * * *
job00472	*/15 * * * *
job00473	0 */4 * * *
job00474	*/15 * * * *
job00475	*/8 * * * *
job00476	0 * * * *
job00477	50 22 * * 1-5
job00478	*/15 * * * *
job00479	*/30 * * * *
job00480	*/22 * * * *
job00481	0 3 * * *
job00482	*/15 * * * *
job00483	0 * * * *
job00484	*/15 * * * *
job00485	0 9 * * *
job00486	0 6 * * *
job00487	*/15 1-23 * * *
job00488	*/15 * * * *
job00489	*/15 * * * *
job00490	*/5 * * * *
job00491	40 21 * * 1-5
job00492	*/15 * * * *
job00493	30 9 * * *
job00494	*/15 * * * *
job00495	0 * * * *
job00496	0 * * * 2
job00497	*/5 * * * *
job00498	*/60 * * * *
job00499	*/10 * * * *
job00500	*/5 * * * *
job00501	0 * * * *
job00502	*/10 * * * 1-5
job00503	30 5 * * *
job00504	0 * * * *
job00505	* * * * *
job00506	* * * * *
job00507	*/15 * * * *
job00508	0 * * * *
job00509	*/15 * * * *
job00510	*/15 * * * *
job00511	4-59/5 * * * *
job00512	0 * * * *
job00513	0 01-15 * * *
job00514	*/15 * * * *
job00515	10 * * * *
job00516	0 * * * *
job00517	46 4 * * *
job00518	*/15 * * * *
job00519	0 * * * *
job00520	0 3 * * *
job00521	0 12 * * *
job00522	0 0 * * *
job00523	*/5 * * * *
job00524	0 */4 * * *
job00525	* * * * *
job00526	0 0 * * *
job00527	0 */3 * * *
job00528	*/10 * * * *
job00529	*/5 * * * *
job00530	55 12 * * 1-6
job00531	*/15 * * * *
job00532	*/5 * * * *
job00533	*/15 * * * *
job00534	0 * * * *
job00535	0 * * * *
job00536	3,18,33,48 * * * *
job00537	0 1 * * *
job00538	0 * * * *
job00539	*/15 * * * *
job00540	0 * * * *
job00541	*/30 * * * *
job00542	*/15 * * * *
job00543	*/15 * * * *
job00544	0 3 2 * *
job00545	*/15 * * * *
job00546	0 22 * * *
job00547	*/60 * * * *
job00548	*/15 * * * *
job00549	30 0 * * *
job00550	30 * * * *
job00551	0 * * * *
job00552	0 6 * * 1,3
job00553	*/15 * * * *
job00554	0 7 * * *
job00555	15 * * * *
job00556	0 * * * *
job00557	*/16 * * * *
job00558	*/10 * * * *
job00559	*/15 * * * *
job00560	*/30 * * * *
job00561	*/15 * * * *
job00562	*/15 * * * *
job00563	0 18 * * *
job00564	0 * * * *
job00565	30 * * * *
job00566	*/30 * * * *
job00567	*/15 * * * *
job00568	*/5 * * * *
job00569	*/15 * * * *
job00570	*/15 * * * *
job00571	*/15 * * * *
job00572	0 * * * *
job00573	*/60 * * * *
job00574	0 3 1 * *
job00575	*/5 * * * *
job00576	*/5 * * * *
job00577	0 0 * * *
job00578	*/5 * * * *
job00579	6 * * * *
job00580	*/15 * * * *
job00581	0 */4 * * *
job00582	0 * * * *
job00583	*/15 * * * *
job00584	15 7 * * 1-5
job00585	*/15 * * * *
job00586	0 * * * *
job00587	0 * * * *
job00588	0 17 * * *
job00589	0 8 * * *
job00590	*/15 * * * *
job00591	*/15 * * * *
job00592	0 * * * *
job00593	7 7 * * 1
job00594	0 * * * *
job00595	0 3 * * *
job00596	*/5 * * * *
job00597	*/15 * * * *
job00598	*/5 * * * *
job00599	* * * * *
job00600	1-59/15 * * * *
job00601	*/10 * * * *
job00602	*/15 * * * *
job00603	*/15 * * * *
job00604	0 15 * * *
job00605	*/30 * * * *
job00606	*/15 * * * *
job00607	30 7 2 * *
job00608	*/15 * * * *
job00609	3 7 * * *
job00610	*/15 * * * *
job00611	*/30 * * * *
job00612	0 4 * * *
job00613	0 */2 * * *
job00614	0 * * * *
job00615	12 4 * * *
job00616	0 * * * *
job00617	*/15 * * * *
job00618	0 15 * * *
job00619	*/5 * * * *
job00620	0 * * * *
job00621	*/15 * * * *
job00622	*/15 * * * *
job00623	*/5 * * * *
job00624	*/30 * * * *
job00625	*/15 * * * *
job00626	*/15 * * * *
job00627	*/15 * * * *
job00628	0 * * * *
job00629	0 * * * *
job00630	30 * * * *
job00631	*/5 * * * *
job00632	0 * * * *
job00633	*/10 * * * *
job00634	*/5 * * * *
job00635	*/15 * * * *
job00636	*/15 * * * *
job00637	30 17 * * 0
job00638	*/15 * * * *
job00639	0 */2 * * *
job00640	*/15 * * * *
job00641	0 6 * * *
job00642	*/10 * * * *
job00643	0 23 * * *
job00644	0 * * * *
job00645	*/5 * * * *
job00646	0 0 * * *
job00647	*/10 * * * *
job00648	0 6 * * 1
job00649	*/15 * * * *
job00650	0 1 * * *
job00651	2-59 * * * *
job00652	0 0 * * *
job00653	0 22 17 * *
job00654	*/5 * * * *
job00655	0 9 * * 1
job00656	*/5 * * * *
job00657	30 0 * * 2-6
job00658	0 * * * *
job00659	0 1 1 * *
job00660	*/15 * * * *
job00661	*/10 * * * *
job00662	30 4 * * *
job00663	*/15 * * * *
job00664	1-59/15 * * * *
job00665	10 6 * * *
job00666	*/15 * * * *
job00667	7 * * * *
job00668	0 * * * *
job00669	0 2 * * *
job00670	*/15 * * * *
job00671	0 2 * * *
job00672	*/15 * * * *
job00673	*/10 * * * *
job00674	34 4,5 * * *
job00675	3 8,20 * * 0-6
job00676	10 6 * * 0,2,3,4,5,6
job00677	0 0 * * *
job00678	0 13 * * 1
job00679	*/15 * * * *
job00680	0 3 * * *
job00681	0 * * * *
job00682	41 18 * * *
job00683	*/15 * * * *
job00684	*/30 * * * *
job00685	*/15 * * * *
job00686	30 * * * *
job00687	*/15 * * * *
job00688	*/15 * * * *
job00689	0 * * * *
job00690	0 4 * * *
job00691	*/15 * * * *
job00692	*/10 * * * *
job00693	*/5 * * * *
job00694	0 0 31 2 *
job00695	0 9 * * *
job00696	*/15 * * * *
job00697	0 0 * * *
job00698	0 7 * * *
job00699	0 10 * * *
job00700	*/10 06-20 * * *
job00701	*/10 * * * *
job00702	*/15 * * * *
job00703	*/30 * * * *
job00704	*/15 * * * *
job00705	45 7 * * 3
job00706	*/5 * * * *
job00707	*/15 * * * *
job00708	0 0 * * *
job00709	20 6 * * 1,3
job00710	*/15 * * * *
job00711	*/30 * * * *
job00712	*/10 * * * *
job00713	0 6 * * 1
job00714	*/5 * * * *
job00715	*/15 * * * *
job00716	*/15 * * * *
job00717	* * * * *
job00718	*/13 * * * *
job00719	0 0 * * *
job00720	0 6 * * 1
job00721	*/15 * * * *
job00722	*/15 * * * *
job00723	*/15 * * * *
job00724	0 11 * * *
job00725	*/30 * * * *
job00726	*/30 * * * *
job00727	0 11 * * *
job00728	0 * * * *
job00729	*/10 * * * *
job00730	0 8 * * *
job00731	*/5 * * * *
job00732	*/15 * * * *
job00733	0 3 * * *
job00734	15 * * * *
job00735	0 6 * * 1
job00736	0 */3 * * *
job00737	0 * * * *
job00738	*/15 * * * *
job00739	*/30 * * * *
job00740	0 1 * * *
job00741	*/30 * * * *
job00742	0 7 * * *
job00743	0 * * * *
job00744	0 9 * * *
job00745	*/20 * * * *
job00746	*/5 * * * 1-5
job00747	0 4 * * *
job00748	0 * * * *
job00749	*/30 * * * *
job00750	*/15 * * * *
job00751	*/15 * * * *
job00752	*/5 * * * *
job00753	*/15 * * * *
job00754	*/15 * * * *
job00755	*/15 * * * *
job00756	*/15 * * * *
job00757	*/10 * * * *
job00758	*/15 * * * *
job00759	*/30 * * * *
job00760	*/5 08-20 * * *
job00761	0 8 * * *
job00762	*/5 * * * *
job00763	00 04 * * *
job00764	0 * * * *
job00765	*/15 * * * *
job00766	*/15 * * * *
job00767	*/20 * * * *
job00768	*/10 2-4 * * *
job00769	*/30 * * * *
job00770	0 14 * * *
job00771	0 */4 * * *
job00772	0 8 * * *
job00773	*/15 * * * *
job00774	*/30 * * * *
job00775	3 7 * * 1
job00776	* * * * *
job00777	*/10 * * * *
job00778	*/30 * * * *
job00779	*/5 * * * *
job00780	*/16 * * * 1-5
job00781	0 * * * *
job00782	30 12 1 * *
job00783	15 * * * *
job00784	*/15 * * * *
job00785	0 * * * *
job00786	*/15 * * * *
job00787	0 0 1 * *
job00788	3-59/10 8-20 * * *
job00789	30 22 * * 1-5
job00790	*/15 * * * *
job00791	0-59/15 * * * *
job00792	*/15 * * * *
job00793	0 4 * * *
job00794	0 0 2 * *
job00795	*/5 * * * *
job00796	*/15 * * * *
job00797	*/5 * * * *
job00798	*/15 * * * *
job00799	* * * * *
job00800	4 5 * * 1-5
job00801	*/15 * * * *
job00802	*/30 * * * *
job00803	0 14 * * *
job00804	*/5 * * * *
job00805	*/5 * * * *
job00806	40 21 * * 1-4
job00807	*/15 * * * *
job00808	0 6 * * *
job00809	7 10-17 * * 1-5
job00810	* 7-16 * * 1-5
job00811	*/10 * * * *
job00812	0 */24 * * *
job00813	2-59/15 * * * *
job00814	*/5 * * * *
job00815	*/15 7-20 * * *
job00816	0 12 * * *
job00817	*/15 * * * *
job00818	0 8 10 * *
job00819	0 0 * * *
job00820	*/15 * * * *
job00821	0 * * * *
job00822	0 * * * *
job00823	*/10 * * * *
job00824	*/5 * * * *
job00825	0 */4 * * *
job00826	0 0 * * *
job00827	*/15 * * * *
job00828	* * * * *
job00829	*/5 * * * *
job00830	0 8 * * *
job00831	*/5 * * * *
job00832	0 2 * * *
job00833	4-59/5 * * * *
job00834	0 */24 * * *
job00835	*/15 * * * *
job00836	0 * * * *
job00837	*/5 * * * *
job00838	*/15 * * * *
job00839	*/15 * * * *
job00840	*/15 * * * 1-6
job00841	*/15 * * * *
job00842	*/15 * * * *
job00843	*/5 * * * *
job00844	*/15 * * * *
job00845	*/15 * * * *
job00846	*/15 * * * *
job00847	*/15 * * * *
job00848	*/15 * * * *
job00849	*/5 * * * *
job00850	*/20 * * * *
job00851	5 * * * *
job00852	*/15 * * * *
job00853	*/15 * * * *
job00854	*/10 * * * *
job00855	30 4 * * *
job00856	*/10 * * * *
job00857	0 2 * * 1
job00858	*/5 * * * *
job00859	*/15 * * * *
job00860	*/15 * * * *
job00861	5 * * * *
job00862	0 * * * *
job00863	*/5 * * * *
job00864	0 * * * *
job00865	*/15 * * * *
job00866	*/5 * * * *
job00867	0 * * * *
job00868	*/30 3-23 * * *
job00869	29 18 * * *
job00870	0 2 * * 1
job00871	*/15 * * * *
job00872	* * * * *
job00873	*/15 * * * *
job00874	*/15 * * * *
job00875	*/15 * * * *
job00876	*/15 * * * *
job00877	0 * * * *
job00878	* * * * *
job00879	37 6 * * *
job00880	0 3 1 * *
job00881	0 17 * * *
job00882	*/10 * * * *
job00883	*/5 * * * *
job00884	*/30 * * * *
job00885	0 0 * * *
job00886	0 * * * *
job00887	*/15 * * * *
job00888	*/30 * * * *
job00889	4-59/5 * * * *
job00890	*/16 * * * *
job00891	*/15 * * * *
job00892	0 7 * * *
job00893	15 * * * *
job00894	*/5 * * * *
job00895	*/15 * * * *
job00896	*/15 * * * *
job00897	0 7 * * *
job00898	0 7 * * *
job00899	*/5 * * * *
job00900	0 1 * * 5
job00901	25 7 * * *
job00902	*/15 * * * *
job00903	*/15 * * * *
job00904	5 7 * * *
job00905	*/15 * * * *
job00906	15 * * * *
job00907	22 * * * *
job00908	*/10 * * * *
job00909	*/15 * * * *
job00910	*/15 * * * *
job00911	*/15 * * * *
job00912	22 9 * * *
job00913	*/15 * * * *
job00914	*/30 * * * *
job00915	0 */4 * * *
job00916	0 13 * * *
job00917	*/15 * * * *
job00918	*/30 9-22 * * *
job00919	5 * * * *
job00920	*/10 * * * *
job00921	*/15 * * * *
job00922	0 * * * *
job00923	*/5 * * * *
job00924	0 3 * * 2
job00925	*/15 * * * *
job00926	*/15 * * * *
job00927	0 0 1 * *
job00928	0 14 * * *
job00929	0 8 * * *
job00930	15 * * * *
job00931	*/15 * * * *
job00932	*/5 * * * *
job00933	0 * * * *
job00934	*/5 * * * *
job00935	0 11 * * *
job00936	*/5 * * * *
job00937	0 1 * * *
job00938	0 * * * *
job00939	0 0 * * *
job00940	*/30 * * * *
job00941	0 * * * *
job00942	*/15 * * * *
job00943	0 1 * * *
job00944	*/15 * * * *
job00945	0 * * * *
job00946	0 6 2 * *
job00947	*/15 * * * *
job00948	0 4 1 * *
job00949	3 * * * *
job00950	*/15 * * * *
job00951	*/15 * * * *
job00952	*/10 * * * *
job00953	0 * * * *
job00954	0 * * * *
job00955	0 6 * * 0
job00956	0 3 * * *
job00957	0 6 * * 1
job00958	2 0-23 * * *
job00959	*/15 * * * *
job00960	*/15 * * * *
job00961	0 8 * * *
job00962	*/15 * * * *
job00963	*/30 * * * *
job00964	*/10 * * * 1-5
job00965	*/30 * * * 1-5
job00966	30 7 1 * *
job00967	0 */24 * * *
job00968	*/5 * * * *
job00969	*/5 * * * *
job00970	*/15 * * * *
job00971	*/30 * * * 1-5
job00972	0 12 * * *
job00973	0 * * * *
job00974	*/15 * * * *
job00975	*/15 * * * *
job00976	0 10 * * *
job00977	*/15 * * * *
job00978	0-59/15 * * * *
job00979	* * * * *
job00980	0 7 * * *
job00981	0 * * * *
job00982	*/15 * * * *
job00983	0 * * * *
job00984	1-59/15 * * * *
job00985	*/10 * * * *
job00986	0 4 * * 1
job00987	*/15 * * * *
job00988	*/15 * * * *
job00989	*/15 * * * *
job00990	*/5 * * * *
job00991	*/30 * * * *
job00992	*/15 * * * *
job00993	15 * * * *
job00994	*/5 08-20 * * *
job00995	* * * * *
job00996	*/30 * * * *
job00997	0 * * * *
job00998	*/59 * * * *
job00999	0 * * * *
job01000	0 13 8 * *
job01001	0 7 * * *
job01002	0 2 * * 3
job01003	0 0 2 * *
job01004	*/15 * * * *
job01005	0 0 * * *
job01006	*/15 * * * *
job01007	*/30 * * * *
job01008	*/10 * * * *
job01009	*/10 * * * *
job01010	*/10 * * * *
job01011	0 0 * * *
job01012	*/30 * * * *
job01013	*/10 * * * *
job01014	*/15 * * * *
job01015	*/5 * * * *
job01016	*/20 * * * *
job01017	*/30 * * * *
job01018	21 * * * *
job01019	*/15 * * * *
job01020	0 0 * * *
job01021	2-59/15 * * * *
job01022	0 8 * * *
job01023	*/15 * * * *
job01024	5 06-18/2 * * 1-5
job01025	30 5 * * 1
job01026	*/5 * * * *
job01027	4-59/5 * * * *
job01028	30 1 * * *
job01029	* * * * *
job01030	*/20 * * * *
job01031	* * * * *
job01032	*/5 * * * *
job01033	0 0 * * *
job01034	0 12 * * *
job01035	0 1 * * *
job01036	0 8 * * *
job01037	*/15 * * * *
job01038	*/5 * * * *
job01039	0 15 * * *
job01040	*/10 * * * *
job01041	0 6 * * *
job01042	1-59/15 * * * *
job01043	*/5 * * * *
job01044	0 * * * *
job01045	0 8 * * *
job01046	*/15 16-18 * * *
job01047	0 9 1 * *
job01048	0 1 * * *
job01049	*/15 * * * *
job01050	*/5 * * * *
job01051	*/5 * * * *
job01052	30 11,16 * * *
job01053	*/15 * * * *
job01054	*/15 * * * *
job01055	3-59/15 * * * *
job01056	0 2 * * *
job01057	15 * * * *
job01058	2-59/15 * * * *
job01059	*/15 * * * *
job01060	*/15 * * * *
job01061	0 0 * * *
job01062	0 8 * * *
job01063	0 8 * * *
job01064	*/15 * * * *
job01065	*/5 * * * *
job01066	1 * * * *
job01067	*/15 * * * *
job01068	*/15 * * * *
job01069	*/15 * * * *
job01070	*/15 * * * *
job01071	0 * * * *
job01072	*/15 * * * *
job01073	*/15 * * * *
job01074	*/15 * * * *
job01075	*/5 * * * *
job01076	*/5 * * * *
job01077	*/15 * * * *
job01078	*/20 * * * *
job01079	0 16 * * *
job01080	*/15 * * * *
job01081	*/5 * * * *
job01082	*/2 * * * *
job01083	*/5 * * * *
job01084	0-59/15 * * * *
job01085	*/15 * * * *
job01086	0 11 * * 0
job01087	1 * * * *
job01088	*/15 * * * *
job01089	*/5 * * * *
job01090	*/15 * * * *
job01091	0 * * * *
job01092	0 * * * *
job01093	0 2 * * *
job01094	*/15 * * * *
